domain_age_risk,certificate_age_risk,dnssec_enabled,http_reachable,redirect_count,has_valid_tls,password_field_count,otp_field_count,credit_card_field_count,cross_domain_form_actions,insecure_form_actions,get_login_forms,hidden_iframe_count,meta_refresh_present,popup_count,download_count,permission_request_count,javascript_error_count,obfuscated_script_count,reputation_detection_count,safe_browsing_flagged,label
0.027214451741551654,0.26313418473287703,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.20374295367785164,0.020360581354148675,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09798702853646943,0.05506492215612212,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.16988488561450982,0.24717427513599294,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04807221200223416,0.009693203100153047,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03123317890181121,0.2844738100531173,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1744754625705604,0.07795463763538962,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.04392745418812258,0.21388242679403144,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004693747356828731,0.24442293306143448,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13112691153890324,0.19675964140385815,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03136346367439663,0.028480988584423148,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.008552826002132974,0.15756204131667956,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.21094821084527243,0.08685523482994324,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18881379691323447,0.20627682478030848,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1092347168395928,0.013723994008910289,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08713187095365768,0.04016528260162557,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1097385130145471,0.1393659780088277,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.23209516723221854,0.006688070763296771,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10165390303384989,0.2888045230063334,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.17246680159611313,0.04465771143839585,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024438699682312826,0.13892981464536322,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1886926887564044,0.13315479779631242,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.054671089230546116,0.2539517096720288,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1844822897889402,0.13677539101294525,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.19073038316468077,0.14993604597718607,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.04779841602278767,0.25342579144500343,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.160693389446669,0.1341873401154164,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023075851445464285,0.0004205684460340975,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.22040894729110927,0.16211916652343958,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23284912435164576,0.004294613690584137,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20116999100461974,0.02277075686284009,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.10439145382786269,0.14308271824131302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24628241574129983,0.14365979329654346,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19107096418562944,0.1101019600852937,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0011991870096129953,0.10691569100387883,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12828175117991122,0.17917945019628292,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.23033159840653977,0.2790659920504648,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04152145579180594,0.1619064921653008,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08999935938782508,0.2665002928277449,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.17832168626769904,0.2324062267387223,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.15364365510921285,0.08362267824561656,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09153169511461443,0.0036141769270281896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03671217003817798,0.20811821883598633,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.059679031332474375,0.09776201185696627,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06522542984133967,0.07164593889371441,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021952123998526446,0.2615390530933002,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1498339987801299,0.052092621494142156,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16142322002769996,0.21973772044076406,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07991887329025538,0.0051509755202140736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07853158057221044,0.12662070684674656,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14677302313374618,0.13420785113270084,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10072480945655068,0.019191211405852913,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14592928860237264,0.009503272494711968,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.05157898871935346,0.26238725302649657,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07350817407901764,0.2509619775158393,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04631912729818485,0.01099890059287405,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.12649597197535056,0.11937120649276084,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1188422048487017,0.25549737558679636,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07011437253164637,0.18939391550194837,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.10130202353086007,0.23759917865130414,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1915532928300344,0.21181728583133264,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.07888516362773954,0.04082523958154257,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07946154851235182,0.0006834000563091247,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06586005178584164,0.08342805965366273,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1335786403865173,0.20386108662662294,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.16779851440295765,0.1328784208072936,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16204297044045987,0.15539359782195933,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1616219325681321,0.13285365137731336,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.05447311022597079,0.11820680546475254,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20650097684913102,0.22833419341928585,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2431838981707404,0.023580249973095258,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1225144651768865,0.2290667786905076,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.24192074865154647,0.027843518104724106,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15050326146862691,0.08855253525214896,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01879506962230565,0.05770890514860243,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06328175756698984,0.07044322336889963,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11049330736459007,0.10840216645154721,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12252159421284525,0.059600249070413454,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.19953961284573715,0.2596216083008866,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1915699731490464,0.18272677463312886,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10344929600873837,0.0641342712776385,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.07585270653383347,0.15965348373327884,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10670184104695984,0.17817312380794473,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1252752849545771,0.21376581056784696,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030097160748323887,0.2739487757331836,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1167144270758505,0.2719296497606141,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1974026918348048,0.24413653689136736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.23901021397653355,0.08511814405723994,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06665897833198045,0.10595782174356179,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0011876599889000805,0.28685681194856144,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23699088161368356,0.1831008373519185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.22879875858593526,0.22944188804358265,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04135979794520375,0.1482978024332858,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09501339114017576,0.1318261356755897,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20805249938793588,0.008593007732312929,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.17831346893740466,0.2847586273274875,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2466258109305876,0.29194295989107116,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14082227050916576,0.0010183466407781227,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10808068826807227,0.10176038889500691,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11625459943395805,0.07864795255284411,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22875574228492937,0.2287915681321894,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09918391106136035,0.030706197716661363,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09830278536127834,0.06263840245395774,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.19106547116029257,0.2554604917576999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21635889588357932,0.28508390689769014,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.025522358837483383,0.001400021644220728,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.10988033271965092,0.10142737316680256,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.020236745494943642,0.15804995405666766,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0961693431653885,0.11925845662230264,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21754938706998891,0.04107095652611675,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.18712843843810348,0.20905357630311333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03567984223747339,0.17988153055959547,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.16612827225017507,0.07778501986914994,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11671389315951033,0.11339588933583224,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.09271144185362165,0.15153090818186743,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11247579835092636,0.29791518421391183,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14615120122780825,0.2111441709188753,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.16768494182038235,0.043859588734475596,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.21467377389924536,0.17681821295022287,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18985968809503595,0.16156547294412263,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018881572907084698,0.2904862892593115,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06167369787077112,0.22542386228602018,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10120078810242822,0.11812762814818319,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.09928315478918473,0.07591948513789377,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002625843398242206,0.016536151172274315,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10542351314197296,0.28540612456430353,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24565461085501875,0.12661284429966113,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.016573726041464454,0.18445221871726442,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1642483566639378,0.0893777737771211,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09386347452032132,0.27668619277248363,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22688666569935986,0.04995453755421809,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0.13897050934041016,0.24901111347854893,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04299660333855629,0.13125730789888893,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0316688279318236,0.2400547083300513,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.23280959303946822,0.11025388147938109,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.056785339049841344,0.2891815439146608,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10077973056299488,0.05975649364752501,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.24560546978769407,0.2514579893535585,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.11444282761091323,0.12335016563917997,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.039483611586691364,0.17517161160951902,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029186390260442063,0.09593777649307647,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.11907368748378916,0.004048513603413806,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.01766366774670619,0.10398816581293514,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10454699438632034,0.23558560773926293,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.007368226870764799,0.11453179380413447,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.20773213550732672,0.0661367843087852,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030213986009527738,0.21109039961918333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033977383268535416,0.05977891369126684,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03966680525719188,0.09588355507077247,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10009903763242295,0.07757745506104807,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14528325362392075,0.035050969760604955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15506749854410212,0.27365557475509167,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06683029311250571,0.06959927037028248,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10376178399499189,0.23758629280688917,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08203298535924683,0.2638557552326459,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08940896230940926,0.22498435518190038,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1740274720265044,0.28474285209784606,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17184923101421243,0.1500551753289099,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02107077511147079,0.12246326356515812,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16306564099291004,0.21387023762926938,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.07236202352234894,0.08645306593258748,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.20173562579437818,0.22536695665893566,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09568467924961774,0.2028820552520386,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08893095353428584,0.05281281107012668,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05633927722890672,0.021234806590221998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1261659194762874,0.2601172761468396,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.007305268041556456,0.17679069082806112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.2191698315660033,0.012390045739396205,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1804297492181445,0.23934302463340779,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.19694572587058243,0.26240895989974466,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.21356669777149903,0.1307482500295719,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14429816122025843,0.2734663472419824,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17122270294940034,0.2808617109147456,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.24777937178005052,0.1682138995333068,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1574271536062598,0.2527023375816607,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010252396752718634,0.1126181110722974,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1512918747822685,0.23219449157413286,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11273244431927312,0.29288654165131267,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1742760479552199,0.07224159259432515,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.12108045698924855,0.01969868293880642,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04864748936401486,0.20217992362194956,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09921609520118577,0.24360506915086427,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07337034482153904,0.279907628064033,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08988512673197677,0.029517438908028347,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060571001480940856,0.1492155530442997,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.13383234636582017,0.14577366120742635,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07549011835289579,0.05428761880262194,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0.14323037913607947,0.28520510557198675,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.057353488303116706,0.13532589357742414,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03278131836543169,0.23948211964540309,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.16651309814944598,0.030469482418612526,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.029974022402906392,0.2658909914875472,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06053824049998627,0.17353651090954872,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15084801919740046,0.12179067725576924,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012640649680313892,0.27531658316396806,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.10830324870258415,0.19279544375649998,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007695504178935331,0.029200288329128354,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.11684090647526996,0.29866315781241437,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.14885502236739973,0.28963607223123344,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17083981586409297,0.25721221617079426,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1601253640075115,0.20150052255806533,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.011337309461333406,0.10408107117278313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028405339044711958,0.1686548164111691,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08110077772387012,0.16978308094158281,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12728911115180097,0.2762756548842513,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03877414935589821,0.22555980680214952,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04544299812108235,0.2113904262428127,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.031009880877356122,0.13023210849292596,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22695667133982228,0.2277528393327317,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04198939830344753,0.13142216570817725,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04858698749052545,0.07837866990535264,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08342245387009267,0.08846342879186501,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.016184424124858127,0.1955227084516036,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
